"id","tourYearId","name","startDate","endDate","eventNumber","eventStatus","eventLocation","eventLocationGroup","isEventWinnerMarketOpen","isActive","isArchived","createdAt","updatedAt","providerRunId","categoryName"
daa1e513-a5e0-4206-86bd-2fa277eab3d0,"79c5a314-b6d5-4ec7-b750-5536a9c7f0bc",Salt Lake City,2019-04-03 05:30:00.000 +0530,2019-04-13 05:30:00.000 +0530,1,3,"Utah Motorsports Campus, Erda, Utah, United States",,true,true,false,2022-08-02 15:11:53.240 +0530,2022-08-02 15:11:53.240 +0530,,SUPERCAR
"08709cdd-7882-4e18-9b0f-70c0c1efa889","79c5a314-b6d5-4ec7-b750-5536a9c7f0bc",Elk River,2019-04-17 05:30:00.000 +0530,2019-04-27 05:30:00.000 +0530,2,3,"ERX Motor Park, USA",,true,true,false,2022-08-02 15:11:53.240 +0530,2022-08-02 15:11:53.240 +0530,,SUPERCAR
"3ecc113e-20a8-4c70-9608-b47ad56d0079","79c5a314-b6d5-4ec7-b750-5536a9c7f0bc",Phoenix,2019-05-13 05:30:00.000 +0530,2019-05-25 05:30:00.000 +0530,3,3,"Wild Horse Pass Motorsports Park, USA",,true,true,false,2022-08-02 15:11:53.240 +0530,2022-08-02 15:11:53.240 +0530,,SUPERCAR
"3cd79f71-bb2c-49de-b0f4-da603ca913b3","79c5a314-b6d5-4ec7-b750-5536a9c7f0bc",Glen Helen,2019-05-29 05:30:00.000 +0530,2019-06-09 05:30:00.000 +0530,4,3,"Glen Helen Raceway, USA",,true,true,false,2022-08-02 15:11:53.240 +0530,2022-08-02 15:11:53.240 +0530,,SUPERCAR
fdb36615-d7b0-4b83-8189-1cf03abbc692,"79c5a314-b6d5-4ec7-b750-5536a9c7f0bc",The Firm,2019-07-20 05:30:00.000 +0530,2019-07-28 05:30:00.000 +0530,5,3,"The Firm, USA",,true,true,false,2022-08-02 15:11:53.240 +0530,2022-08-02 15:11:53.240 +0530,,SUPERCAR
"957369fd-7be7-41fd-97f1-e86c258d2829","5afc4f51-801b-4dd9-bca4-2af95c743389",Round 1: Lydden Hill,2019-07-09 05:30:00.000 +0530,2019-07-22 05:30:00.000 +0530,6,3,"Lydden Hill Race Circuit, Canterbury, United Kingdom",,true,true,false,2022-08-02 15:11:53.240 +0530,2022-08-02 15:11:53.240 +0530,,SUPERCAR
"1433c190-f1ad-40e2-adf2-6f900f7eea91","5afc4f51-801b-4dd9-bca4-2af95c743389",Round 2: Strangas,2022-07-30 05:30:00.000 +0530,2022-07-30 05:30:00.000 +0530,7,2,"Lydden Hill Race Circuit, Canterbury, United Kingdom",,true,true,false,2022-08-02 15:11:53.240 +0530,2022-08-02 15:11:53.240 +0530,,SUPERCAR
dc423d3f-e28e-4913-9343-236c705cb3f2,"5afc4f51-801b-4dd9-bca4-2af95c743389",Practice 1,2022-09-08 15:30:00.000 +0530,2022-09-08 18:06:32.838 +0530,,3,,,false,true,false,2022-09-08 14:34:10.565 +0530,2022-09-08 14:34:10.565 +0530,"8556",GROUP E
