"id","name","gender","isActive","isArchived","createdAt","updatedAt"
"2968e1dd-c4fd-4b16-9054-2435d183d391",Supercar,men,true,false,2022-08-02 15:11:31.130 +0530,2022-08-02 15:11:31.130 +0530
