"id","tourId","year","isActive","isArchived","createdAt","updatedAt"
"79c5a314-b6d5-4ec7-b750-5536a9c7f0bc","2968e1dd-c4fd-4b16-9054-2435d183d391",2021,true,false,2022-08-02 15:11:31.130 +0530,2022-08-02 15:11:31.130 +0530
"5afc4f51-801b-4dd9-bca4-2af95c743389","2968e1dd-c4fd-4b16-9054-2435d183d391",2022,true,false,2022-08-02 15:11:31.130 +0530,2022-08-02 15:11:31.130 +0530
